Vge,Ic,Tj,Vce,Eon
15.864452,44.195349,137.861586,1.13746,2.899882
14.9329,77.687764,140.237188,1.558975,4.902675
10.841153,4.448997,66.520381,0.669294,0.508231
12.436675,65.573503,46.141838,1.350753,2.584087
18.435884,82.489604,51.47152,1.334334,3.153561
16.375887,17.632084,36.250174,0.601198,0.446902
16.491491,15.53951,40.013829,0.596913,0.43724
16.702033,86.219296,33.913067,1.424202,2.908274
17.62903,82.489336,148.727884,1.558691,5.10961
10.581085,54.355235,34.25721,1.155677,2.077231
13.666084,82.100788,41.56776,1.468697,3.173467
15.395274,10.182852,128.406824,0.67276,0.850895
13.384565,40.05367,97.530027,1.103566,2.21763
18.444789,74.041958,121.802151,1.382154,4.022401
14.825725,26.487744,103.864001,0.900803,1.503445
17.686276,75.480563,135.271884,1.42768,4.425964
18.520155,50.913682,104.808441,1.033926,2.631357
15.047915,75.276333,90.265637,1.437625,3.784839
19.095522,47.003284,114.093712,1.018689,2.537072
15.871239,37.42253,80.924094,0.924951,1.720726
18.502743,22.699732,68.257978,0.655524,0.701798
13.405908,21.629555,83.456557,0.879639,1.085095
14.98817,75.39759,46.214263,1.364245,2.965346
15.31411,12.772124,124.571466,0.763975,0.91389
11.049797,9.512253,57.587973,0.714708,0.535252
13.985525,18.452845,44.191443,0.719841,0.776299
19.173377,18.359305,55.79403,0.552897,0.583412
16.308322,82.487655,130.258769,1.520024,4.830419
11.775066,40.452156,66.275162,1.060952,1.911437
13.388556,99.048457,110.756234,1.824672,5.432493
11.91603,14.583915,132.051204,0.862232,1.266444
10.248231,65.700443,34.718083,1.346867,2.633675
19.274605,45.424221,120.628051,0.994273,2.498519
14.482073,39.898899,63.458183,1.001282,1.76938
13.075351,87.633336,52.077796,1.578484,3.654757
15.984772,97.583969,111.112682,1.726721,5.182811
10.073145,87.413037,138.724578,1.836643,5.636643
12.780221,20.037767,61.877401,0.780056,0.94288
17.030335,22.858994,96.104226,0.759557,1.032234
16.337698,65.951314,61.229264,1.20004,2.607793
19.818059,29.619275,94.285698,0.705732,1.282447
16.203577,73.737788,102.732754,1.407213,3.854504
